date,seasonal,trend,residual
2008-02-05,507.1503637414864,8944.901222677938,-309.41721141942435
2008-02-06,725.003821314716,8945.339879575386,-495.93078389010225
2008-02-07,786.265715943403,8945.777503138905,-817.7959270823076
2008-02-08,299.1064217266836,8946.21409271852,-657.0221814452016
2008-02-09,-694.8150566314781,8946.649654597732,-369.2264729662529
2008-02-10,-1140.7154554095096,8947.084201038744,-219.32457862923366
2008-02-11,-431.49219886541925,8947.517747991098,151.72007587432017
2008-02-12,-311.98610451811925,8947.950313130252,317.32329138786736
2008-02-13,-535.1212479783184,8948.38191306486,324.78329291345835
2008-02-14,-231.03612242481398,8948.812561726174,85.03147769863972
2008-02-15,-425.6360221148245,8949.242270434004,229.54791868082066
2008-02-16,-1395.8338647013295,8949.67104913348,380.5134405678491
2008-02-17,-1148.6155536857177,8950.098905654144,-70.26022696842483
2008-02-18,-174.3813170132212,8950.52584525292,67.05838876030248
2008-02-19,62.244536085514426,8950.951872901232,15.23275801325326
2008-02-20,302.51742902035585,8951.376993218415,-69.53775523877084
2008-02-21,433.82241424288554,8951.801210701955,-120.69779194484181
2008-02-22,142.1264771686272,8952.224530386153,299.5427424452191
2008-02-23,-1257.3060226954078,8952.6469576535,479.94010704190805
2008-02-24,-1009.209218978023,8953.068495566211,-201.22969358818773
2008-02-25,19.821206273835273,8953.489144178175,-200.8113924520094
2008-02-26,279.07889518698255,8953.90890424961,-43.87050743659165
2008-02-27,-4.854538447164066,8954.327778017045,21.075302430119336
2008-02-28,-76.92620085613916,8954.745768191027,-34.37185933488763
2008-02-29,-480.8525359100621,8955.162877434273,48.469241475788294
2008-03-01,-1188.378520250676,8955.579108467946,62.769828782731565
2008-03-02,-1017.0499025280403,8955.994463657653,-334.02560312961214
2008-03-03,-76.88540756097478,8956.408945374129,-204.61270481315478
2008-03-04,44.23368933326478,8956.822558040449,-22.42958037371318
2008-03-05,-145.39918183212694,8957.235307713816,116.17179111831138
2008-03-06,176.67954280711,8957.647200688449,126.74429850444176
2008-03-07,-140.7513625266654,8958.05824244973,203.26416207693546
2008-03-08,-1240.0008106105313,8958.46843731285,323.5965402976817
2008-03-09,-975.9228781348185,8958.877787814183,-105.53136767936303
2008-03-10,135.7808254063269,8959.286294524074,2.462880069599123
2008-03-11,359.37079458882954,8959.693958087279,26.011914323891688
2008-03-12,378.9508447865156,8960.10077919068,-24.838081977195543
2008-03-13,600.470709507787,8960.506758355117,-67.21580086290305
2008-03-14,320.0606700482797,8960.91189623611,141.42222571560887
2008-03-15,-579.0966139363007,8961.316193641725,254.9568782945753
2008-03-16,-719.2452075859045,8961.719650313737,-32.31777572783358
2008-03-17,179.9069780711981,8962.122264414924,120.4136745138785
2008-03-18,330.51281320861773,8962.524033701933,139.17836108944903
2008-03-19,230.3480185610432,8962.924955069639,55.52077636931972
2008-03-20,439.8507961200957,8963.325024353158,-47.295820473254935
2008-03-21,-1306.5738683526884,8963.724236874328,-58.582451521639086
2008-03-22,-1467.604373187277,8964.122588104909,161.24470208236926
2008-03-23,-1369.0097872984725,8964.520073575057,-233.206119276585
2008-03-24,-865.0851531236017,8964.916688251367,-291.08153512776516
2008-03-25,-47.39701728761658,8965.312428372958,-83.72291108534228
2008-03-26,-96.38400773498479,8965.707292006793,-42.06953427180815
2008-03-27,-295.2426424566342,8966.101278007833,-28.900718551198224
2008-03-28,-599.9167893388213,8966.494385523685,218.89094581513746
2008-03-29,-1393.3226238515388,8966.886613558801,303.11142729273706
2008-03-30,-1264.1320446048917,8967.277959580477,-135.06778997558467
2008-03-31,-323.7134098064231,8967.668419315012,-53.95292650858937
2008-04-01,-153.5372928259443,8968.057988750776,-68.30007092483174
2008-04-02,68.64206559431649,8968.446664304915,-264.91331289923073
2008-04-03,0.05851875464765932,8968.834443042602,-284.9002537972501
2008-04-04,-336.47275410236,8969.22132371506,12.134972387299058
2008-04-05,-1062.465952104642,8969.60730675234,15.48572835230334
2008-04-06,-1123.457722474144,8969.992392812119,-155.8859203379743
2008-04-07,-253.79639558907402,8970.376582604575,-14.397270015500908
2008-04-08,-228.03088697092437,8970.759877567021,40.623717403903356
2008-04-09,-251.86503545498692,8971.1422793145,49.35442314048669
2008-04-10,-421.2091502683323,8971.523789182627,277.51952808570604
2008-04-11,-398.78676559850237,8971.904407832413,177.45069076608888
2008-04-12,-1271.9332288532798,8972.284134230182,290.1988866230986
2008-04-13,-1421.1944567221956,8972.662965699556,193.72982402264097
2008-04-14,-350.044421996778,8973.040897589435,62.03581640734228
2008-04-15,-184.3322003785162,8973.417923742985,81.21115163553077
2008-04-16,-256.1586720684562,8973.79403721681,65.14275985164568
2008-04-17,-88.17585166182978,8974.169230357515,6.386621304314758
2008-04-18,-280.80884908885474,8974.543494917609,153.95785417124534
2008-04-19,-1091.7928321987022,8974.916822173247,280.56267702545483
2008-04-20,-1038.8750745647158,8975.28920211957,-25.689544554854365
2008-04-21,-221.16750674279294,8975.660623025897,48.57688371689619
2008-04-22,-69.19159071749283,8976.03107264775,93.17468506974365
2008-04-23,-73.44313440315742,8976.40053817736,51.24676322579762
2008-04-24,22.460507939562756,8976.76900597859,-77.18493091815071
2008-04-25,-1001.2519242296501,8977.13646187416,-26.862662644511147
2008-04-26,-1068.5044583256335,8977.502891745966,-10.114683420331858
2008-04-27,-1018.9869585606147,8977.868281428231,-199.47840586761595
2008-04-28,104.44481134925597,8978.23261679162,-32.996386140875984
2008-04-29,501.63440857788885,8978.595884436138,-13.971751014027177
2008-04-30,459.8849761887378,8978.95807111033,-19.71700529906775
2008-05-01,484.37372421611536,8979.319163428425,-109.12267964454077
2008-05-02,32.33163411670761,8979.679147979614,30.089217903678218
2008-05-03,-695.621206604052,8980.038011598997,179.573195005054
2008-05-04,-576.9615236912532,8980.395740632384,-126.02421694113036
2008-05-05,212.09874856934368,8980.75232040315,-43.82627697249336
2008-05-06,292.0585248189695,8981.107736384187,17.23519679684432
2008-05-07,112.87712456429591,8981.461974103266,-29.32597366756272
2008-05-08,317.8812917442334,8981.815018806945,-97.79839355117838
2008-05-09,80.73895985894796,8982.166855688905,27.719392452145257
2008-05-10,-716.0800216825046,8982.51747012773,138.45484355477492
2008-05-11,-682.742982081137,8982.866847035086,-222.6084479539495
2008-05-12,74.19130259557366,8983.214970590207,-124.59564818577928
2008-05-13,212.38956704479293,8983.561825727204,-27.998892771996907
2008-05-14,232.49747449865689,8983.907398006655,-37.25424750531238
2008-05-15,282.05522480672903,8984.251673055916,-95.91293986264463
2008-05-16,-20.00733406802604,8984.594636572887,92.30498949514003
2008-05-17,-624.8142913235764,8984.936274402313,200.57739192126428
2008-05-18,-310.4744270058649,8985.276571556235,-65.88526955036832
2008-05-19,333.3221161963906,8985.61551175074,19.16112205286845
2008-05-20,422.08034480849705,8985.953078450826,50.60615974067696
2008-05-21,458.5425991384251,8986.28925473826,27.289604123314348
2008-05-22,566.6405130802482,8986.624023068965,-20.03224414921351
2008-05-23,267.20695145148824,8986.957365393582,220.72443315493
2008-05-24,-528.7870636723401,8987.289263111554,345.14634256078716
2008-05-25,-372.72917527761916,8987.619695741998,22.91822953562223
2008-05-26,226.5757982514289,8987.948640327737,81.91035342083342
2008-05-27,345.647160870309,8988.276072758685,26.300308371006395
2008-05-28,452.40843202546404,8988.601967917455,5.928975057080606
2008-05-29,585.0544324850362,8988.926299883697,-101.6967743687328
2008-05-30,428.2480215772047,8989.249042226511,-27.381021803716067
2008-05-31,-345.44314651703377,8989.57016848374,112.9063110332936
2008-06-01,-160.32134075934874,8989.889651737454,-185.9595609781063
