date,trend,seasonal,residual
2006-01-04,7940.666282634381,292.07789589274347,-172.51796252712393
2006-01-05,8082.823099776676,-95.0077028960774,94.06935911940218
2006-01-06,8221.560988670593,-52.81186826359697,123.66834559300514
2006-01-07,8355.823398178974,-437.34243570536876,-297.72697047360543
2006-01-08,8483.988428759045,-902.8541391302375,-28.369046628808064
2006-01-09,8604.991535420737,305.13129006699995,-65.55091548773635
2006-01-10,8719.166263076846,826.3462770718646,209.14985585128852
2006-01-11,8826.535423908006,250.60747025601697,669.4422448359783
2006-01-12,8861.698751406851,-62.37575786893609,365.1100624620849
2006-01-13,8863.155555385363,17.604064779242492,-30.439759164606585
2006-01-14,8826.508499188612,-452.17478628549173,261.49277909687953
2006-01-15,8766.334432664498,-852.5592852034238,-251.53445246107367
2006-01-16,8711.444959175256,471.04887064918455,-154.99657382444093
2006-01-17,8694.202483628253,520.9025651533116,-115.92529178156474
2006-01-18,8724.847834010036,248.49312433782012,-388.3162353478547
2006-01-19,8777.26867261639,31.406568549447822,-324.6557961658382
2006-01-20,8819.935343514053,81.16920947195248,-228.93524698600595
2006-01-21,8843.80466674104,-490.1338003711865,340.31878663014686
2006-01-22,8866.652024249646,-824.9426533789837,665.295004129337
2006-01-23,8900.640169010223,616.6616057616972,606.8710752280804
2006-01-24,8935.8982766295,239.4392223785984,-87.88638800809713
2006-01-25,8950.707718798423,213.22809760012984,-516.4917883985527
2006-01-26,8945.087371001728,144.9119928820948,-896.8319678838216
2006-01-27,8953.593420159663,135.01461434800785,396.1551944923285
2006-01-28,9010.502118005279,-565.0920951443883,98.72320613910779
2006-01-29,9103.639996179925,-780.524046680394,-91.96938649953154
2006-01-30,9190.56429980006,755.8162311636587,-256.56830896371866
2006-01-31,9234.298754494837,-19.41764489002733,-137.71246360481018
2006-02-01,9232.371044875392,187.9734597171921,808.5545254074168
2006-02-02,9198.701652031483,360.1232148047102,941.9628431638084
2006-02-03,9151.344838921254,199.31810710127172,-70.58489002252463
2006-02-04,9086.211427884324,-676.7681885155064,-427.88414236881727
2006-02-05,8989.238369169,-775.2879983665638,-482.69866880243535
2006-02-06,8870.117117481353,613.4552704264727,294.48289009217297
2006-02-07,8767.058747446908,-75.30868552034666,-113.304227926561
2006-02-08,8711.049922828171,232.89860068431804,-278.87484251249043
2006-02-09,8699.14386711094,514.6279376179906,263.5212502710692
2006-02-10,8704.093382091794,248.74224574968196,-305.31896184147627
2006-02-11,8709.58537925195,-628.5629877486109,-221.6189885033382
2006-02-12,8728.92029379318,-743.0528831410232,230.82887434784243
2006-02-13,8778.612775051975,407.2157127903199,-26.173938842293865
2006-02-14,8846.34145429838,-1.317540247156833,-28.820789051222164
2006-02-15,8912.425016715655,159.98447155298433,-98.11407226863776
2006-02-16,8968.067655284984,432.53973137145374,-346.36321965643583
2006-02-17,9003.114703299212,285.16923380756424,263.75977789322314
2006-02-18,9021.426497341632,-499.63764844443773,429.9587551028053
2006-02-19,9032.920877816681,-673.372345268754,258.0447664520725
2006-02-20,9032.847249908384,250.27259170092103,-168.09973760930552
2006-02-21,9008.772396747003,131.1071289632036,42.242627289793745
2006-02-22,8953.56544774805,114.68770866687832,6.964551585071604
2006-02-23,8878.25001033138,283.39898285703555,-104.57170118841532
2006-02-24,8806.154334605195,327.8669369351536,117.56786045965055
2006-02-25,8747.321349759375,-446.9228415503154,126.61475579093894
2006-02-26,8695.102715947565,-697.8004406840146,-72.79547026355067
2006-02-27,8641.240465697447,230.80278808653958,-282.62696878398674
2006-02-28,8589.065208060429,231.78150807244776,34.59074886712369
2006-03-01,8551.106756566787,136.85243545681814,85.30677997639395
2006-03-02,8534.994603693196,305.87828702253637,3.5961372842666606
2006-03-03,8542.59773764125,281.53556942642524,-147.8487930676747
2006-03-04,8570.355922767778,-553.955475991482,-158.8399257762958
2006-03-05,8609.517484888724,-732.427371632019,-293.33486925670513
2006-03-06,8655.403317407776,313.4329743112322,158.53047928099295
2006-03-07,8714.286077545,277.8513930222864,71.64273743271224
2006-03-08,8784.362833002446,162.63434188338678,-90.47863388583391
2006-03-09,8849.902065986516,375.86746052921,119.74186148427361
2006-03-10,8896.315221511226,195.40404015025175,94.90400233852233
2006-03-11,8915.175668546473,-682.2737056933757,-9.710262853097447
2006-03-12,8904.917237724034,-732.8467176599817,188.4715289359483
2006-03-13,8874.92626986377,368.49247042933473,308.32966270689394
2006-03-14,8830.713661608492,300.16211060816335,-29.964348216655708
2006-03-15,8769.795772327423,192.03196882498398,11.21392584759269
2006-03-16,8696.80501256881,402.4406627389528,-13.403384307761371
2006-03-17,8618.126261845633,180.87431535054222,-149.1480081961745
2006-03-18,8542.75976743222,-718.6980614350864,-73.73354599713457
2006-03-19,8482.875003499055,-739.6927008813916,179.71950238233694
2006-03-20,8441.488570750802,334.1189093666304,-213.43994511743222
2006-03-21,8410.756905900324,323.4679097112841,-79.76224661160813
2006-03-22,8389.705842346706,267.2396432920903,-52.28565963879737
2006-03-23,8378.316091634902,378.7491248066383,-13.678931441540044
2006-03-24,8374.555694690009,183.42022406997634,60.83314424001583
2006-03-25,8378.897256079195,-692.7516663870213,29.261042307825846
2006-03-26,8388.648790274214,-787.4679706446318,-145.47779962958157
2006-03-27,8392.858919866141,229.80058511783872,45.30105001601987
2006-03-28,8388.712501030534,365.39710816509734,80.6096608043681
2006-03-29,8379.258020605577,379.88483647772847,11.860649916694456
2006-03-30,8367.942966958348,365.9789636401295,43.38004940152314
2006-03-31,8355.924637830107,128.9898428775545,107.4279152923391
2006-04-01,8340.860374555778,-631.7644941380663,-63.684908417711995
2006-04-02,8325.552513671848,-839.9074752050581,-104.44059346679023
2006-04-03,8315.093665520322,124.45784971998135,-11.72838924030475
2006-04-04,8311.579644655632,399.6780102611751,-21.697203916808576
2006-04-05,8316.636416897409,484.6160109944854,-2.1153788918927603
2006-04-06,8329.303663440181,402.77438683245657,-186.77409227263797
2006-04-07,8344.005266965327,38.433859244383214,129.83625579028921
2006-04-08,8349.422629057179,-549.6972781897383,41.40277413255899
2006-04-09,8331.331147009703,-792.3083953956736,-1.805911614030265
2006-04-10,8292.020097884844,5.837126676673515,219.36624743848188
2006-04-11,8237.756915035443,305.0337390724726,189.980248892085
2006-04-12,8170.43125688121,519.3490619401624,143.31377817862722
2006-04-13,8100.962429100133,429.21444749815345,152.19711640171226
2006-04-14,8041.604027728337,32.06751996594676,-535.4407836942846
2006-04-15,7997.1706249227955,-451.2872350334185,-95.83082088937681
2006-04-16,7975.914968760178,-697.2069806116498,-21.477642148528503
2006-04-17,7984.531147535086,-27.821333521337074,-470.3523830137492
2006-04-18,8020.954699023294,159.07353923277887,80.12144874392652
2006-04-19,8073.6126095422505,472.4270415815964,48.716111876152354
2006-04-20,8120.431038610657,436.80603490561396,33.78146848372853
2006-04-21,8152.310622900674,72.01480317547706,225.48933092384777
2006-04-22,8178.929188902351,-407.2690694276425,166.16390852529094
2006-04-23,8204.098632281504,-664.2233976622832,161.60674438077876
2006-04-24,8224.12402341661,3.1196979198488552,66.38457666354043
2006-04-25,8242.25392010597,127.34254224147297,-577.0561493474424
2006-04-26,8261.170427695726,374.73078934275185,-95.19437603847837
2006-04-27,8287.48650583135,380.30820872876615,27.686118439884012
2006-04-28,8325.784168979135,186.61699126605438,100.38995075481034
2006-04-29,8373.71867156192,-421.82984719385365,41.42239063193483
2006-04-30,8425.015398608039,-693.450026897007,-10.665961711030832
2006-05-01,8469.168981149378,117.70144500293314,91.63221284768952
2006-05-02,8500.372484477215,169.71735853284125,158.69713698994383
2006-05-03,8530.163951936449,278.75524749601664,-34.137150432465205
2006-05-04,8567.062186589732,313.4847144426764,-135.33301203240808
2006-05-05,8609.483686084954,240.01465855007172,-73.57476863502598
2006-05-06,8654.702561940825,-473.9674828530879,-105.41056508773727
2006-05-07,8702.430500037271,-760.2626372098704,-81.29591882739987
2006-05-08,8752.763202585109,206.14837143076426,58.5772799841252
2006-05-09,8802.899355119955,339.0506944309959,200.22679044904908
2006-05-10,8843.849955269552,236.33778321996115,18.797400510487932
2006-05-11,8866.891781822622,259.53273575261477,77.35180142476383
2006-05-12,8873.008705971892,190.7412701725681,128.05457285554075
2006-05-13,8867.010233634384,-519.303128470778,15.163658836392642
2006-05-14,8854.142463841092,-816.5311730707878,43.30912622969663
2006-05-15,8842.088825238996,215.42328601080106,-23.212701249796737
2006-05-16,8836.107810923364,493.2331758321984,-231.18983975556148
2006-05-17,8840.1014399753,228.13936258492402,-53.224796560223695
2006-05-18,8862.691112179826,214.52447538338214,18.04941243679241
2006-05-19,8904.539017396204,183.3831643077006,-113.56683470390453
2006-05-20,8958.351270550453,-508.8385702751475,-53.63582527530525
2006-05-21,9016.709877212412,-833.8887132432202,-56.50269096919146
2006-05-22,9075.675452493633,226.04862622803432,-23.996613721667018
2006-05-23,9134.084032579314,510.04415607872886,258.33691534195714
2006-05-24,9194.61082296247,217.36686757007757,37.72828246745303
2006-05-25,9255.581196280044,166.90535892548482,-29.89891620552953
2006-05-26,9312.183386862305,206.39093294271117,-141.87546580501657
2006-05-27,9364.306121724745,-485.33009382411996,14.903972099373277
2006-05-28,9419.122476874212,-822.1617839795259,-4.333817894686945
2006-05-29,9480.05095372777,189.85800387586988,-11.65624960364039
2006-05-30,9546.916186293232,506.9957083099408,-18.851894603174514
2006-05-31,9616.558775876763,228.357290559143,-8.497524435906598
2006-06-01,9679.294454057388,165.73663734530604,-87.65900840269387
2006-06-02,9727.321532984944,232.5113975368461,243.18685947820995
2006-06-03,9759.821408834565,-468.5619608359646,63.432844001399644
2006-06-04,9776.734929106946,-775.2137140992742,-74.75163200767201
2006-06-05,9781.904569770435,97.39667736913023,356.28292286043506
2006-06-06,9778.988870510751,432.13851903258785,-12.568219543338273
2006-06-07,9763.392155399471,258.8787447610326,-95.20298316050321
2006-06-08,9744.4069932293,214.2266002039625,-78.8383854332642
2006-06-09,9738.017008576082,270.1080667835796,-109.78049235966137
2006-06-10,9751.374430092432,-480.75508034926025,-28.647474743173007
2006-06-11,9784.084474576024,-731.8112528923183,135.94094531629344
2006-06-12,9832.549909590003,88.06371045648156,-550.2586200464848
2006-06-13,9882.599711956362,345.4384391136824,43.797478929955105
2006-06-14,9928.102410529156,282.04138255123974,152.9393369196041
2006-06-15,9964.445359313804,239.3757400162617,295.52452066993465
2006-06-16,9989.406906925175,274.73640490925663,72.92960816557024
2006-06-17,9999.682087284744,-523.3363504637209,114.55405517897634
2006-06-18,9989.336480283717,-696.4414850795376,-32.6233282041776
2006-06-19,9955.936886270494,79.45879541381261,170.83973831569347
2006-06-20,9918.420763644688,317.34629296612667,-155.9176866108155
2006-06-21,9892.983851445288,290.18071616697097,-32.51289761225962
2006-06-22,9885.378135542582,234.80833175094907,-108.85063729353169
2006-06-23,9891.1982047886,302.7527333630367,-152.57926815163592
2006-06-24,9905.689658373227,-523.5807181342657,-179.7868572389616
2006-06-25,9927.849449045385,-690.5486125333096,37.13103848792525
2006-06-26,9953.737632493643,150.6453206348166,143.59350687154074
2006-06-27,9974.190298347308,269.7468581227486,149.70076352994147
2006-06-28,9984.358994429529,232.78105908051816,90.73619648995191
2006-06-29,9981.294889889688,204.59302364782764,-49.34228353751496
2006-06-30,9962.154462032255,318.95169646575295,198.65280150199214
