date,seasonal,trend,residual
2007-12-01,-1156.090202303244,8960.94423666112,272.111798642125
2007-12-02,-934.935598429699,8961.289865536219,-203.50801710652013
2007-12-03,125.14442092275529,8961.636223453203,-44.258352375958566
2007-12-04,299.99975510153934,8961.983310519325,-38.487857620863
2007-12-05,-45.507778497991374,8962.331127359086,58.65373413890484
2007-12-06,506.33048832850824,8962.679674730034,-134.07120505854255
2007-12-07,414.3239341163206,8963.028953245652,4.699612638027247
2007-12-08,-1063.6114805390148,8963.378964097146,483.30814144186843
2007-12-09,-653.6978458951911,8963.729707923912,141.47084597127832
2007-12-10,125.69634044221215,8964.081182513879,-19.63273095609111
2007-12-11,-63.01312306417169,8964.433384197797,59.14765586637441
2007-12-12,-179.90670838779013,8964.786309056473,53.480607331317515
2007-12-13,-140.2205108671564,8965.139952723614,-4.4163168564573425
2007-12-14,-237.6142297578225,8965.494310385448,143.4761693723758
2007-12-15,-900.0263800569263,8965.849376897071,394.16033615985543
2007-12-16,-1000.4815649006244,8966.2051457591,53.46412714152393
2007-12-17,-432.6282158618428,8966.56160805924,204.359107802602
2007-12-18,-472.77533045763533,8966.918753711776,314.19032674585833
2007-12-19,0.06821743602361341,8967.276570978882,-49.101038414906725
2007-12-20,44.7859042987666,8967.635046172663,32.77384152856939
2007-12-21,139.78709149035276,8967.994165262471,340.5174932471764
2007-12-22,-1201.1254025660128,8968.353913532217,407.62378103379524
2007-12-23,-1563.0473181557936,8968.714273831869,43.10991932392426
2007-12-24,-1324.6905866301718,8969.075226301415,78.23848532875672
2007-12-25,-2214.4003720524474,8969.436750067067,45.62424698538052
2007-12-26,-2058.5658303281566,8969.798823561643,64.48513176651431
2007-12-27,-1043.3908064619952,8970.16142461737,-77.05624315537534
2007-12-28,-774.2872791278079,8970.524530585542,-39.878084457734076
2007-12-29,-857.4633619779356,8970.88811896409,-27.707048986154405
2007-12-30,-1020.6051717122759,8971.25216737426,16.08467133801605
2007-12-31,-665.5538198264792,8971.616653401661,47.291958424817494
2008-01-01,-1085.6015655435856,8971.981554329659,-6.5762387860741
2008-01-02,-316.72307698235466,8972.346846998242,163.07956298411227
2008-01-03,-477.3156592989296,8972.712507820872,250.12169347805684
2008-01-04,-570.4932306748152,8973.078511928334,229.38742674648165
2008-01-05,-996.461738173085,8973.444832567364,190.02148860572015
2008-01-06,-224.12106188598665,8973.811441136666,-220.94371225068062
2008-01-07,505.1835313322945,8974.17830787794,-217.1747562102355
2008-01-08,476.3927779844174,8974.545403860198,-353.30234884461606
2008-01-09,191.29858762471144,8974.91270161092,146.77808576436837
2008-01-10,246.75219453247163,8975.280175172817,385.3776302947117
2008-01-11,87.20199208669594,8975.64779765293,559.7027102603752
2008-01-12,-619.0170390842101,8976.015539319493,511.93358276471736
2008-01-13,-424.45972610009244,8976.383366557728,240.9049015423643
2008-01-14,-11.442296716056639,8976.751242183243,-32.47436246718644
2008-01-15,644.1710335276856,8977.119127042728,-424.0689105704132
2008-01-16,969.4166669298495,8977.486982019253,-328.20427394910257
2008-01-17,169.6286096196875,8977.854770028018,-194.6965046477053
2008-01-18,-409.5910989891449,8978.222455887695,181.0763511014502
2008-01-19,-1139.4796221172326,8978.590005191165,219.89482492606658
2008-01-20,-643.873458048923,8978.957382414685,-264.609132365762
2008-01-21,121.8114812051726,8979.324550853593,-403.3735320587639
2008-01-22,39.79144087844571,8979.69147490307,-340.13145778151556
2008-01-23,-93.58091483217116,8980.058121161373,-159.41366432920222
2008-01-24,383.16594530948856,8980.42445811768,-485.78165342716966
2008-01-25,351.52454247570176,8980.790455651406,-470.90145612710694
2008-01-26,-1019.2099872975472,8981.156086271449,254.17994302609804
2008-01-27,-893.1360367624861,8981.521324636431,155.87596212605422
2008-01-28,-329.92040847733085,8981.886144469121,-166.80302799179117
2008-01-29,1146.196268901816,8982.250518533556,-128.628454435373
2008-01-30,1475.9781656737011,8982.61442010736,-169.8746657810625
2008-01-31,1480.0651499275255,8982.977823219742,-346.7908931472666
2008-02-01,362.98968890861767,8983.340702988025,-296.0522668966423
2008-02-02,-503.80870127299534,8983.70303638643,-51.255793113434265
2008-02-03,-286.5881035966802,8984.064801974182,-578.6114903775015
2008-02-04,391.70907354161324,8984.425979365755,-325.070677907368
2008-02-05,477.6248733251663,8984.786550977402,-319.77704930256914
2008-02-06,695.5054026434116,8985.146501532296,-506.23898717570773
2008-02-07,756.7911523310245,8985.505817989242,-828.049678320267
2008-02-08,269.6525199424804,8985.864490703114,-667.2186776455928
2008-02-09,-724.2514784372518,8986.222514867883,-379.36291143063136
2008-02-10,-1170.137580582179,8986.579889930728,-229.3981423485493
2008-02-11,-460.9032147823543,8986.9366180938,141.71222168855456
2008-02-12,-341.38920044759055,8987.292703018426,307.3839974291659
2008-02-13,-564.519609950645,8987.648147943783,314.9154200068624
2008-02-14,-260.4329453955389,8988.002954584315,75.23790781122443
2008-02-15,-455.03453909311025,8988.3571231574,219.83158293571068
2008-02-16,-1425.237368899677,8988.710653217162,370.87734068251484
2008-02-17,-1178.0274088449353,8989.063543136856,-79.81300929192003
2008-02-18,-203.80495899892068,8989.415789779285,57.59208621963626
2008-02-19,32.80559633238571,8989.767390065854,5.85618060176057
2008-02-20,273.059599921428,8990.118340934147,-78.82127385557396
2008-02-21,404.34202044173315,8990.468639502773,-129.88482694450613
2008-02-22,112.6197642356769,8990.818283539933,290.4557022243898
2008-02-23,-1286.8428756593808,8991.167271344319,470.95664631506224
2008-02-24,-1038.7800881003864,8991.51559986922,-210.10592876883493
2008-02-25,-9.787604443072627,8991.863264215075,-209.5767017720027
2008-02-26,249.4281741574511,8992.210260251333,-52.52114240878291
2008-02-27,-34.551172847308756,8992.556585183453,12.543129663856234
2008-02-28,-106.67277825594313,8992.902236860431,-42.78175060448848
2008-02-29,-510.6531129744558,8993.247213412924,40.1854825615319
2008-03-01,-1218.2371837743217,8993.59151333987,54.6160874344514
