date,seasonal,trend,residual
2007-09-05,737.3804455200147,8975.741958061779,-178.13594558179466
2007-09-06,861.5210950750394,8976.020634203996,-351.01610427903506
2007-09-07,326.8647464728713,8976.298484056471,-363.6603135293426
2007-09-08,-451.3195535365141,8976.575510377228,75.80196015928595
2007-09-09,-412.8356664201371,8976.851718352962,-242.036051932826
2007-09-10,223.06983419515242,8977.127113649029,-162.77403084418074
2007-09-11,239.06419982865228,8977.401703431355,-187.546111260006
2007-09-12,134.70240438745813,8977.67549640399,-202.54123379144949
2007-09-13,145.31059886612576,8977.948502856518,-198.56097672264332
2007-09-14,-192.94296031728504,8978.220734774291,30.0278505429942
2007-09-15,-1009.1354984683879,8978.492205534927,192.72662593346104
2007-09-16,-935.77006768389,8978.76292847455,-143.87473579066136
2007-09-17,-48.24287530792539,8979.03291616686,-71.39108285893417
2007-09-18,119.77033148983665,8979.30218188681,-126.83230537664713
2007-09-19,-2.703665229223511,8979.570739747853,-122.78040751863045
2007-09-20,169.12212248622825,8979.838604892293,-139.63239437852098
2007-09-21,-91.57495866528933,8980.105793566036,-3.3558349007471406
2007-09-22,-723.7091555947414,8980.372323026331,238.2666245684104
2007-09-23,-773.3193698944687,8980.638210553894,-132.2148826594257
2007-09-24,-127.58162489082159,8980.90347251044,-116.19309761961813
2007-09-25,-142.9907421244613,8981.168125899994,-80.4586337755336
2007-09-26,-131.4437897135862,8981.432188716748,-64.53381600316061
2007-09-27,-85.19645847554322,8981.695679725526,-146.16901324998435
2007-09-28,-388.7434627079205,8981.958618439237,89.42192726868234
2007-09-29,-1194.8348293943084,8982.221025216191,181.01526217811806
2007-09-30,-1195.7012230614457,8982.482920072369,-130.74544701092236
2007-10-01,-1025.8963991468831,8982.744322316143,-188.35625616925972
2007-10-02,-286.6626498168495,8983.005252048122,-11.727394231273138
2007-10-03,109.41505566709428,8983.26573061721,-80.30203628430354
2007-10-04,17.511699882707628,8983.525779909187,-303.2603967918931
2007-10-05,-418.7534087987353,8983.785422737039,90.77006906169663
2007-10-06,-1086.2970855086467,8984.044683535398,135.55969397324952
2007-10-07,-1519.365008052653,8984.303586670127,182.7737133825267
2007-10-08,-529.0630276393654,8984.562155685579,42.22899695378692
2007-10-09,-362.4422899174278,8984.82041318843,61.39166872899659
2007-10-10,-412.7994311058783,8985.078381437641,43.252299668238265
2007-10-11,-67.79174519940804,8985.336082441225,7.618162758182734
2007-10-12,-480.47852072119343,8985.593538059537,134.4358156616563
2007-10-13,-1275.5642326050772,8985.850770044957,243.1092955601198
2007-10-14,-1163.6625399901352,8986.107799356438,-220.61650936630213
2007-10-15,-232.19281872196325,8986.364646036911,-42.71724431494658
2007-10-16,-36.975210811347125,8986.621331042381,50.09721276896744
2007-10-17,-352.83671584459836,8986.877875851093,-17.728035006493883
2007-10-18,-243.00639410486355,8987.134301903265,-100.09603279840121
2007-10-19,-316.4529664776681,8987.390630899725,108.749210577942
2007-10-20,-1148.5168886108459,8987.646885019776,153.6633365910693
2007-10-21,-998.8579542506177,8987.90308600711,-100.71533975649254
2007-10-22,-114.18260055110282,8988.159255008768,149.9141785423344
2007-10-23,-70.15266441812419,8988.415413393766,-26.372123975641443
2007-10-24,-126.57640694772489,8988.671582103685,-120.12517515596119
2007-10-25,-109.25437378552193,8988.927782265515,-99.02986647999387
2007-10-26,-367.1943754324652,8989.18403578903,108.96367264343462
2007-10-27,-1193.7043377147904,8989.440365148166,221.55668056662398
